name,nationality,rating,position1,position2,position3,age,team
Marcos Rojo,Argentina,80,CB,,,28,Manchester Utd
Milan Badelj,Croatia,80,CDM,CM,,29,Lazio
Djibril Sidibé,France,80,RB,LB,,26,AS Monaco
Mark Uth,Germany,80,ST,RW,RM,26,Schalke
Cristian Tello,Spain,80,LM,RM,,27,Real Betis
Nolito,Spain,80,LW,LM,ST,31,Sevilla FC
Dušan Tadić,Serbia,80,CAM,RW,LW,29,Ajax
Domagoj Vida,Croatia,80,CB,RB,,29,Beşiktaş
Luis Muriel,Colombia,80,ST,,,27,Sevilla FC
Vincent Aboubakar,Cameroon,80,ST,,,26,FC Porto
Alex Oxlade-Chamberlain,England,80,CM,RM,,25,Liverpool
Daniel Caligiuri,Italy,80,RWB,RM,LM,30,Schalke
Yaroslav Rakitskyi,Ukraine,80,CB,,,29,Shakhtar Donetsk
Phil Jones,England,80,CB,,,26,Manchester Utd
Sergi Enrich,Spain,80,ST,,,28,SD Eibar
Andriy Yarmolenko,Ukraine,80,RM,RW,,28,West Ham
Hugo Mallo,Spain,80,RB,,,27,RC Celta
Daniel Didavi,Germany,80,CAM,CM,,28,VfB Stuttgart
Younès Belhanda,Morocco,80,CAM,LW,,28,Galatasaray
Ricardo Rodríguez,Switzerland,80,LB,CB,,25,Milan
Cenk Tosun,Turkey,80,ST,,,27,Everton
Mario Gaspar,Spain,80,RB,CB,,27,Villarreal CF
Kike García,Spain,80,ST,,,28,SD Eibar
Kevin Vogt,Germany,80,CB,,,26,TSG Hoffenheim
Jeroen Zoet,Netherlands,80,GK,,,27,PSV
Adem Ljajić,Serbia,80,CAM,LW,,26,Torino
Nathaniel Clyne,England,80,RB,,,27,Liverpool
Iago Falqué,Spain,80,RW,ST,,28,Torino
Ben Mee,England,80,CB,,,28,Burnley
Muniain,Spain,80,LW,CAM,RW,25,Athletic Club
Jack Wilshere,England,80,CM,CAM,CDM,26,West Ham
Susaeta,Spain,80,RW,LW,,30,Athletic Club
Kevin Trapp,Germany,80,GK,,,28,Paris
Victor Wanyama,Kenya,80,CDM,CM,,27,Spurs
Nicolas Nkoulou,Cameroon,80,CB,,,28,Torino
Ryad Boudebouz,Algeria,80,CAM,RM,ST,28,Real Betis
Camacho,Spain,80,CDM,CM,CB,28,VfL Wolfsburg
Alan Dzagoev,Russia,80,CM,CDM,CF,28,CSKA Moscow
Sven Ulreich,Germany,80,GK,,,30,FC Bayern
Mateo Musacchio,Argentina,80,CB,,,27,Milan
Cristhian Stuani,Uruguay,80,ST,RM,,31,Girona FC
Fabian Delph,England,80,LB,CM,,28,Manchester City
Mamadou Sakho,France,80,CB,,,28,Crystal Palace
Stevan Jovetić,Montenegro,80,ST,,,28,AS Monaco
Séamus Coleman,Republic of Ireland,80,RB,RWB,,29,Everton
Alexandre Pato,Brazil,80,ST,LW,CAM,28,Tianjin Quanjian
Antunes,Portugal,80,LB,,,31,Getafe CF
Fabricio,Spain,80,GK,,,30,Fulham
Kiko Casilla,Spain,80,GK,,,31,Real Madrid
Ángel,Spain,80,ST,,,31,Getafe CF
Nacho Monreal,Spain,80,LB,CB,,32,Arsenal
Beñat,Spain,80,CM,,,31,Athletic Club
Augusto Fernández,Argentina,80,CM,,,32,Beijing Renhe
Ignacio Piatti,Argentina,80,LW,CF,ST,33,Impact Montréal
Valter Birsa,Slovenia,80,CAM,RW,,32,Chievo Verona
Sergio Romero,Argentina,80,GK,,,31,Manchester Utd
Diego Valeri,Argentina,80,CAM,CF,,32,Portland Timbers
Daniel Sturridge,England,80,ST,,,28,Liverpool
Steven Defour,Belgium,80,CM,,,30,Burnley
Erik Lamela,Argentina,80,RM,LM,,26,Spurs
Danny Rose,England,80,LB,LWB,,28,Spurs
Ştefan Radu,Romania,80,CB,LB,,31,Lazio
Łukasz Fabiański,Poland,80,GK,,,33,West Ham
Lassana Diarra,France,80,CDM,CB,,33,Paris
Tom Heaton,England,80,GK,,,32,Burnley
Fabio Quagliarella,Italy,80,ST,,,35,Sampdoria
Loïc Perrin,France,80,CB,,,33,ASSE
Dante,Brazil,80,CB,,,34,OGC Nice
Andreas Granqvist,Sweden,80,CB,,,33,Free Agents
André-Pierre Gignac,France,80,ST,,,32,Tigres
Ashley Young,England,80,LB,LWB,RB,33,Manchester Utd
Igor Akinfeev,Russia,80,GK,,,32,CSKA Moscow
Igor Denisov,Russia,80,CDM,,,34,Lokomotiv Moscow
Juanfran,Spain,80,RB,,,33,Atlético Madrid
Diego López,Spain,80,GK,,,36,RCD Espanyol
Santi Cazorla,Spain,80,CM,CDM,LM,33,Villarreal CF
Javier Mascherano,Argentina,80,CDM,CB,,34,Hebei CFFC
Antonio Mirante,Italy,80,GK,,,35,Roma
Nani,Portugal,80,LM,RM,CAM,31,Sporting CP
Bastian Schweinsteiger,Germany,80,CM,CDM,CB,34,Chicago Fire
Moyá,Spain,80,GK,,,34,Real Sociedad
Stephan Lichtsteiner,Switzerland,80,RB,RM,,34,Arsenal
Wayne Rooney,England,80,ST,CAM,,32,D.C. United
Fernando Torres,Spain,80,ST,,,34,Sagan Tosu
Stefano Sorrentino,Italy,80,GK,,,39,Chievo Verona
Viktor Tsygankov,Ukraine,79,RM,LM,,20,Dynamo Kyiv
David Neres,Brazil,79,RW,LW,,21,Ajax
Kai Havertz,Germany,79,CAM,RM,CF,19,Leverkusen
Raphinha,Brazil,79,RM,LM,,21,Sporting CP
Lautaro Martínez,Argentina,79,ST,,,20,Inter
Luimo Boas Santos,Brazil,79,ST,,,30,Santos
Gabri Prestão,Brazil,79,GK,,,26,Internacional
Melvin Parrela,Brazil,79,CDM,CM,,30,América
Antônio Chiamuloira,Brazil,79,CB,LB,,30,Internacional
Maikel Catarino,Brazil,79,RB,LM,,34,Atlético Mineiro
Andrey Lunev,Russia,79,GK,,,26,Free Agents
Christian Pulisic,United States,79,RM,LM,RW,19,Dortmund
Soares,Brazil,79,ST,,,27,FC Porto
Marko Dmitrović,Serbia,79,GK,,,26,SD Eibar
Lucas Tousart,France,79,CDM,CM,,21,OL
Marcos Llorente,Spain,79,CDM,,,23,Real Madrid
Benjamin Verbič,Slovenia,79,LM,RM,,24,Dynamo Kyiv
Alexandr Golovin,Russia,79,CM,CDM,LM,22,AS Monaco
Martín Campaña,Uruguay,79,GK,,,29,Independiente
Rúben Neves,Portugal,79,CM,CDM,,21,Wolves
Granell,Spain,79,CM,,,30,Girona FC
Victor Lindelöf,Sweden,79,CB,,,24,Manchester Utd
Ante Rebić,Croatia,79,ST,LW,LM,24,Frankfurt
Antonio Sanabria,Paraguay,79,ST,,,22,Real Betis
Rodrigo Battaglia,Argentina,79,CM,CDM,,27,Sporting CP
Mahmoud Dahoud,Germany,79,CM,CDM,,22,Dortmund
Rafa,Portugal,79,RW,,,25,SL Benfica
Maximilian Philipp,Germany,79,ST,LM,RM,24,Dortmund
Youri Tielemans,Belgium,79,CM,CDM,,21,AS Monaco
Davide Zappacosta,Italy,79,RB,RWB,,26,Chelsea
Jemerson,Brazil,79,CB,,,25,AS Monaco
Lucas Alario,Argentina,79,ST,,,25,Leverkusen
Darío Benedetto,Argentina,79,ST,,,28,Buenos Aires
Iván Marcone,Argentina,79,CDM,,,28,Cruz Azul
Jean-Philippe Gbamin,Ivory Coast,79,CDM,CB,CM,22,1. FSV Mainz 05
Franco Armani,Argentina,79,GK,,,31,River Plate
Jefferson Lerma,Colombia,79,CDM,CM,,23,Bournemouth
Ricardo Horta,Portugal,79,LM,,,23,SC Braga
Nabil Bentaleb,Algeria,79,CM,CDM,,23,Schalke
Roman Zobnin,Russia,79,CDM,CM,LM,24,Spartak Moscow
Max Meyer,Germany,79,CM,CAM,CDM,22,Crystal Palace
Gayà,Spain,79,LB,LM,,23,Valencia CF
Bruma,Portugal,79,CAM,LM,,23,RB Leipzig
Ricardo Centurión,Argentina,79,LM,CAM,LW,25,Racing Club
Nicolás Tagliafico,Argentina,79,LB,CB,,25,Ajax
JonnyL,Spain,79,LWB,LB,,24,Wolves
Pacheco,Spain,79,GK,,,26,D. Alavés
Nathan Aké,Netherlands,79,CB,,,23,Bournemouth
Omar Mascarell,Spain,79,CDM,CM,,25,Schalke
Jonas Hector,Germany,79,LB,CDM,,28,Köln
Bertrand Traoré,Burkina Faso,79,RW,ST,,22,OL
Guido Pizarro,Argentina,79,CDM,,,28,Tigres
Michael Keane,England,79,CB,,,25,Everton
Luka Milivojević,Serbia,79,CDM,CM,,27,Crystal Palace
Leo Baptistao,Brazil,79,ST,RM,LM,25,RCD Espanyol
Daniele Baselli,Italy,79,CM,,,26,Torino
Karim Rekik,Netherlands,79,CB,,,23,Hertha BSC
Denis Suárez,Spain,79,CM,LW,RW,24,FC Barcelona
Willi Orban,Germany,79,CB,,,25,RB Leipzig
Iñigo Martínez,Spain,79,CB,,,27,Athletic Club
Roque Mesa,Spain,79,CDM,CM,,29,Sevilla FC
Loris Karius,Germany,79,GK,,,25,Liverpool
Zé Luís,Cape Verde,79,ST,,,27,Spartak Moscow
Pavel Kadeřábek,Czech Republic,79,RWB,RB,RM,26,TSG Hoffenheim
Davy Klaassen,Netherlands,79,CM,CAM,,25,Werder Bremen
Mohamed Elyounoussi,Norway,79,LM,CAM,RM,24,Southampton
Leonardo Bittencourt,Germany,79,LM,RM,CM,24,TSG Hoffenheim
Álvaro,Spain,79,CB,,,28,Villarreal CF
Sergi Darder,Spain,79,CM,CDM,RM,24,RCD Espanyol
Diego Demme,Germany,79,CDM,CM,,26,RB Leipzig
Jeffrey Gouweleeuw,Netherlands,79,CB,,,27,FC Augsburg
Layvin Kurzawa,France,79,LB,LWB,,25,Paris
Gastón Ramírez,Uruguay,79,CAM,,,27,Sampdoria
David López,Spain,79,CB,,,28,RCD Espanyol
Aïssa Mandi,Algeria,79,CB,,,26,Real Betis
Ismaily,Brazil,79,LB,,,28,Shakhtar Donetsk
Yevhen Konoplyanka,Ukraine,79,LW,LM,ST,28,Schalke
Paco Alcácer,Spain,79,ST,,,24,FC Barcelona
Steven Berghuis,Netherlands,79,RW,LW,,26,Feyenoord
Campaña,Spain,79,CM,CDM,CAM,25,Levante UD
Marco van Ginkel,Netherlands,79,CM,,,25,Chelsea
John Guidetti,Sweden,79,ST,,,26,D. Alavés
Michael Gregoritsch,Austria,79,CAM,ST,,24,FC Augsburg
Ibai Gómez,Spain,79,RM,LM,,28,D. Alavés
Lucas Pérez,Spain,79,ST,RM,,29,West Ham
Danilo,Brazil,79,RB,LB,,27,Manchester City
Ross Barkley,England,79,CAM,CM,,24,Chelsea
Sergio León,Spain,79,ST,RM,,29,Real Betis
Josuha Guilavogui,France,79,CDM,CM,,27,VfL Wolfsburg
Sérgio Oliveira,Portugal,79,CM,CDM,,26,FC Porto
Tom Cairney,Scotland,79,CM,,,27,Fulham
Aaron Mooy,Australia,79,CM,CDM,CAM,27,Huddersfield
Borja García,Spain,79,LM,CM,,27,Girona FC
André Almeida,Portugal,79,RB,,,27,SL Benfica
Germán Pezzella,Argentina,79,CB,,,27,Fiorentina
Guido Burgstaller,Austria,79,ST,LW,,29,Schalke
Thomas Delaney,Denmark,79,CM,CDM,,26,Dortmund
Jaume Costa,Spain,79,LB,LWB,,30,Villarreal CF
Roberto Pereyra,Argentina,79,LM,CAM,CM,27,Watford
Escudero,Spain,79,LB,LM,LWB,28,Sevilla FC
Holger Badstuber,Germany,79,CB,CDM,,29,VfB Stuttgart
Yunus Mallı,Turkey,79,LM,CAM,CF,26,VfL Wolfsburg
Fabián Orellana,Chile,79,CAM,RM,LM,32,SD Eibar
Ricardo Goulart,Brazil,79,CF,CAM,ST,27,Guangzhou
Jóhann Berg Guðmundsson,Iceland,79,RM,LM,,27,Burnley
Juraj Kucka,Slovakia,79,CM,CDM,,31,Trabzonspor
Daley Blind,Netherlands,79,CB,LB,CDM,28,Ajax
Canales,Spain,79,CAM,CM,RM,27,Real Betis
Marwin Hitz,Switzerland,79,GK,,,30,Dortmund
De Marcos,Spain,79,RB,RW,RWB,29,Athletic Club
Rafael,Brazil,79,RB,,,28,OL
Benjamin Hübner,Germany,79,CB,,,29,TSG Hoffenheim
Souza,Brazil,79,CDM,CM,,29,Fenerbahçe
Francis Coquelin,France,79,CDM,CM,CB,27,Valencia CF
Alex Teixeira,Brazil,79,ST,CAM,,28,Jiangsu Suning
Christian Noboa,Ecuador,79,CM,CDM,,33,Free Agents
Igor Smolnikov,Russia,79,RB,,,30,Free Agents
Yann M'Vila,France,79,CDM,CM,,28,ASSE
Kwadwo Asamoah,Ghana,79,LB,LM,CM,29,Inter
Ron-Robert Zieler,Germany,79,GK,,,29,VfB Stuttgart
Danny Drinkwater,England,79,CM,,,28,Chelsea
Nikola Kalinić,Croatia,79,ST,,,30,Atlético Madrid
Péter Gulácsi,Hungary,79,GK,,,28,RB Leipzig
Mariano,Brazil,79,RB,,,32,Galatasaray
Sofiane Feghouli,Algeria,79,RM,RW,CAM,28,Galatasaray
Adrien Silva,Portugal,79,CM,,,29,Leicester City
Fernando,Brazil,79,CDM,CM,,31,Galatasaray
Ibrahima Traoré,Guinea,79,RM,,,30,M'gladbach
Pablo Piatti,Argentina,79,LM,,,29,RCD Espanyol
Gabriel Mercado,Argentina,79,CB,RB,,31,Sevilla FC
Nils Petersen,Germany,79,ST,,,29,SC Freiburg
Orestis Karnezis,Greece,79,GK,,,33,Napoli
Sidnei,Brazil,79,CB,,,28,Real Betis
Simon Kjær,Denmark,79,CB,,,29,Sevilla FC
Ruud Vormer,Netherlands,79,CM,RM,,30,Club Brugge
Eder,Italy,79,ST,,,31,Jiangsu Suning
Javier Hernández,Mexico,79,ST,,,30,West Ham
Morgan Schneiderlin,France,79,CDM,CM,,28,Everton
Marouane Fellaini,Belgium,79,CM,CDM,,30,Manchester Utd
Pontus Wernbloom,Sweden,79,CDM,,,32,PAOK
Claudio Bravo,Chile,79,GK,,,35,Manchester City
Simon Mignolet,Belgium,79,GK,,,30,Liverpool
Asmir Begović,Bosnia Herzegovina,79,GK,,,31,Bournemouth
Fábio Coentrão,Portugal,79,LB,,,30,Real Madrid
Nuri Şahin,Turkey,79,CDM,CM,,29,Dortmund
Jack Cork,England,79,CM,CDM,,29,Burnley
Ryan Bertrand,England,79,LB,LWB,,29,Southampton
Andrea Masiello,Italy,79,CB,,,32,Atalanta
Theo Walcott,England,79,RM,RW,LM,29,Everton
Charles,Brazil,79,ST,,,34,SD Eibar
Leighton Baines,England,79,LB,LWB,,33,Everton
David Abraham,Argentina,79,CB,,,32,Frankfurt
Ezequiel Lavezzi,Argentina,79,ST,CAM,LW,33,Hebei CFFC
Salomon Kalou,Ivory Coast,79,LM,ST,,33,Hertha BSC
Jefferson Farfán,Peru,79,RM,ST,,33,Lokomotiv Moscow
Ryan Babel,Netherlands,79,LM,ST,,31,Beşiktaş
Daniel Baier,Germany,79,CDM,,,34,FC Augsburg
Burak Yılmaz,Turkey,79,ST,,,33,Trabzonspor
René Adler,Germany,79,GK,,,33,1. FSV Mainz 05
Emmanuel Adebayor,Togo,79,ST,,,34,Başakşehir
Emre Belözoğlu,Turkey,79,CM,CDM,,37,Başakşehir
Loren,Spain,78,ST,RM,,24,Real Betis
Rúben Dias,Portugal,78,CB,,,21,SL Benfica
Enis Bardhi,FYR Macedonia,78,CM,CAM,LM,23,Levante UD
Tanguy Ndombele,France,78,CM,CDM,,21,OL
Houssem Aouar,France,78,CM,LW,CAM,20,OL
Santiago Ascacíbar,Argentina,78,CDM,,,21,VfB Stuttgart
Amine Harit,Morocco,78,RW,CM,LW,21,Schalke
Trent Alexander-Arnold,England,78,RB,,,19,Liverpool
Filip Krovinović,Croatia,78,CAM,CM,,22,SL Benfica
Franck Yannick KessiéL,Ivory Coast,78,CM,,,21,Milan
Sidney Pessinho,Brazil,78,CDM,CM,,26,Internacional
Everticinho,Brazil,78,RB,RW,CM,30,Grêmio
Claudio Coíntra,Brazil,78,CAM,CF,,34,Internacional
Ronaldo Esler,Brazil,78,LB,LM,,30,Atlético Mineiro
João Novais,Portugal,78,CAM,RM,LM,25,SC Braga
Manuel Akanji,Switzerland,78,CB,,,23,Dortmund
Lorenzo Pellegrini,Italy,78,CM,,,22,Roma
Daniel Podence,Portugal,78,LM,RM,CAM,22,Olympiacos CFP
André Onana,Cameroon,78,GK,,,22,Ajax
Marcos Díaz,Argentina,78,GK,,,32,Huracán
Gonzalo Martínez,Argentina,78,CAM,LM,RM,25,River Plate
Abdou Diallo,France,78,CB,LB,,22,Dortmund
Nadiem Amiri,Germany,78,CAM,CM,,21,TSG Hoffenheim
Vallejo,Spain,78,CB,,,21,Real Madrid
Diogo Jota,Portugal,78,LW,ST,,21,Wolves
Adam Marušić,Montenegro,78,RM,RB,LB,25,Lazio
Lucas Torreira,Uruguay,78,CM,CDM,,22,Arsenal
David Soria,Spain,78,GK,,,25,Getafe CF
Valentin Rongier,France,78,CAM,CDM,CM,23,FC Nantes
Omar Al Soma,Syria,78,ST,,,29,Al Ahli
Enes Ünal,Turkey,78,ST,,,21,Villarreal CF
Marvelous Nakamba,Zimbabwe,78,CDM,CM,,24,Club Brugge
Petros,Brazil,78,CM,CDM,,29,Al Nassr
Dani Ceballos,Spain,78,CM,LM,CDM,22,Real Madrid
Pablo Maffeo,Spain,78,RWB,RM,,21,VfB Stuttgart
Germán Conti,Argentina,78,CB,,,24,SL Benfica
Andrija Živković,Serbia,78,LW,CM,,22,SL Benfica
Yerry Mina,Colombia,78,CB,,,23,Everton
Diego Carlos,Brazil,78,CB,,,25,FC Nantes
Gonzalo Escalante,Argentina,78,CDM,CM,,25,SD Eibar
Islam SlimaniL,Algeria,78,ST,,,30,Fenerbahçe
Giovanni Simeone,Argentina,78,ST,,,23,Fiorentina
Maximiliano Meza,Argentina,78,CAM,LM,RM,25,Independiente
Bastos,Angola,78,CB,,,26,Lazio
Paulinho,Portugal,78,ST,,,25,SC Braga
Wendell,Brazil,78,LB,,,25,Leverkusen
Stanislav Lobotka,Slovakia,78,CM,CDM,,23,RC Celta
Allan Saint-Maximin,France,78,RW,LW,LM,21,OGC Nice
Kenny Tete,Netherlands,78,RB,,,22,OL
Capa,Spain,78,RB,,,26,Athletic Club
Marco SportielloL,Italy,78,GK,,,26,Frosinone
Alireza Jahanbakhsh,Iran,78,RM,,,25,Brighton
Nikola Maksimović,Serbia,78,CB,,,26,Napoli
Duván ZapataL,Colombia,78,ST,,,27,Atalanta
Emiliano Rigoni,Argentina,78,RM,LM,RW,25,Atalanta
Carlos Izquierdoz,Argentina,78,CB,,,29,Buenos Aires
Wilmar Barrios,Colombia,78,CDM,CM,,24,Buenos Aires
Johan Mojica,Colombia,78,LWB,LM,LB,26,Girona FC
Alexandr Selikhov,Russia,78,GK,,,24,Spartak Moscow
Facundo Ferreyra,Argentina,78,ST,,,27,SL Benfica
Diego Laxalt,Uruguay,78,LM,,,25,Milan
Mohamed Elneny,Egypt,78,CDM,CM,,26,Arsenal
Niklas Stark,Germany,78,CB,CDM,,23,Hertha BSC
Wylan Cyprien,France,78,CM,CDM,,23,OGC Nice
Mario Lemina,Gabon,78,CM,CDM,,24,Southampton
Leander DendonckerL,Belgium,78,CB,CDM,CM,23,Wolves
Ricardo Esgaio,Portugal,78,RM,RB,,25,SC Braga
Pione Sisto,Denmark,78,LW,LM,,23,RC Celta
Philipp Max,Germany,78,LB,LWB,,24,FC Augsburg
Roberto Gagliardini,Italy,78,CDM,CM,,24,Inter
Pere Pons,Spain,78,CM,,,25,Girona FC
Domenico Berardi,Italy,78,RW,ST,,24,Sassuolo
Paulo Oliveira,Portugal,78,CB,,,27,SD Eibar
Marcel Halstenberg,Germany,78,LB,,,26,RB Leipzig
Juan Fernando QuinteroL,Colombia,78,CAM,,,25,River Plate
Otávio,Brazil,78,RM,CAM,LM,23,FC Porto
Alexander Szymanowski,Argentina,78,LM,CM,LW,29,CD Leganés
Jonas Hofmann,Germany,78,RM,LM,CM,26,M'gladbach
Garry Rodrigues,Cape Verde,78,LM,RM,LW,27,Galatasaray
Raphaël Guerreiro,Portugal,78,LB,LM,CM,24,Dortmund
Tiago Volpi,Brazil,78,GK,,,27,Querétaro
Óliver Torres,Spain,78,CM,,,23,FC Porto
Hiroki Sakai,Japan,78,RB,,,28,OM
Andreas Pereira,Brazil,78,RM,LM,CM,22,Manchester Utd
Adnan Januzaj,Belgium,78,RW,RM,LW,23,Real Sociedad
Bryan CristanteL,Italy,78,CM,CAM,,23,Roma
Matheus,Brazil,78,GK,,,26,SC Braga
Mitchell Weiser,Germany,78,RB,RM,,24,Leverkusen
Maximilian Arnold,Germany,78,CM,CDM,CAM,24,VfL Wolfsburg
Denys Garmash,Ukraine,78,CM,CAM,LM,28,Dynamo Kyiv
Mattia De Sciglio,Italy,78,RB,LB,,25,Juventus
Luke Shaw,England,78,LB,,,23,Manchester Utd
Vlad Chiricheş,Romania,78,CB,,,28,Napoli
Leonardo Pavoletti,Italy,78,ST,,,29,Cagliari
Sébastien Haller,France,78,ST,,,24,Frankfurt
Lucas Castro,Argentina,78,CM,RM,,29,Cagliari
Niclas Füllkrug,Germany,78,ST,,,25,Hannover 96
Marcelo,Brazil,78,CB,,,29,Sporting CP
Fayçal Fajr,Morocco,78,CM,CDM,RM,30,SM Caen
Raúl JiménezL,Mexico,78,ST,,,27,Wolves
Mário Rui,Portugal,78,LB,,,27,Napoli
Santiago García,Uruguay,78,ST,,,27,Godoy Cruz
Kurt ZoumaL,France,78,CB,,,23,Everton
Santiago Arias,Colombia,78,RB,,,26,Atlético Madrid
Baptiste Reynet,France,78,GK,,,27,Toulouse FC
Tomáš Vaclík,Czech Republic,78,GK,,,29,Sevilla FC
Adrien Trebel,France,78,CM,CDM,,27,RSC Anderlecht
Jamaal Lascelles,England,78,CB,,,24,Newcastle Utd
André CarrilloL,Peru,78,RM,RW,,27,Al Hilal
Valère Germain,France,78,ST,,,28,OM
Fernando,Brazil,78,CDM,CM,,26,Spartak Moscow
Jérôme Roussillon,France,78,LB,LWB,LM,25,VfL Wolfsburg
Cristiano Piccini,Italy,78,RB,,,25,Valencia CF
Jordan Veretout,France,78,CM,CDM,,25,Fiorentina
Ciprian Tătăruşanu,Romania,78,GK,,,32,FC Nantes
Vladimír Darida,Czech Republic,78,CM,CAM,CDM,28,Hertha BSC
Riccardo SaponaraL,Italy,78,CAM,,,26,Sampdoria
Juan Jesus,Brazil,78,CB,LB,,27,Roma
Christopher Schindler,Germany,78,CB,,,28,Huddersfield
Nico Schulz,Germany,78,LWB,LM,LB,25,TSG Hoffenheim
Nacer Chadli,Belgium,78,LM,RM,CAM,29,West Brom
Lucas Digne,France,78,LB,,,25,Everton
Tomáš Koubek,Czech Republic,78,GK,,,25,Stade Rennais
Hans Vanaken,Belgium,78,CAM,,,25,Club Brugge
Arbilla,Spain,78,CB,RB,LB,31,SD Eibar
Pablo Hernández,Chile,78,CM,CAM,CDM,31,Independiente
Matthew Lowton,England,78,RB,,,29,Burnley
Oriol Romeu,Spain,78,CDM,CM,,26,Southampton
Mathew Ryan,Australia,78,GK,,,26,Brighton
Bibras Natcho,Israel,78,CM,CDM,,30,Olympiacos CFP
Kara Mbodji,Senegal,78,CB,,,28,RSC Anderlecht
Cláudio Ramos,Portugal,78,GK,,,26,CD Tondela
Benjamin Stambouli,France,78,CB,CDM,,28,Schalke
Florian Lejeune,France,78,CB,,,27,Newcastle Utd
Grzegorz Krychowiak,Poland,78,CDM,CM,,28,Lokomotiv Moscow
Callum Wilson,England,78,ST,,,26,Bournemouth
Oğuzhan Özyakup,Turkey,78,CM,CDM,CAM,25,Beşiktaş
Enzo Pérez,Argentina,78,CM,CDM,,32,River Plate
Giovanni Moreno,Colombia,78,CAM,CM,ST,32,Shanghai Shenhua
Alfreð Finnbogason,Iceland,78,ST,,,29,FC Augsburg
Andros Townsend,England,78,RM,LM,ST,27,Crystal Palace
Adrián,Spain,78,GK,,,31,West Ham
Wahbi Khazri,Tunisia,78,CF,ST,LM,27,ASSE
Rémy Cabella,France,78,CAM,LW,,28,ASSE
Roberto SorianoL,Italy,78,LM,CM,CAM,27,Torino
Herrerín,Spain,78,GK,,,30,Athletic Club
André SchürrleL,Germany,78,LM,ST,,27,Fulham
Elkeson,Brazil,78,ST,CAM,,29,Shanghai SIPG
Marvin Plattenhardt,Germany,78,LB,,,26,Hertha BSC
Chris Wood,New Zealand,78,ST,,,26,Burnley
Pascal Groß,Germany,78,CAM,CM,,27,Brighton
Michail Antonio,England,78,ST,RM,,28,West Ham
Christian Kabasele,Belgium,78,CB,,,27,Watford
Luuk de Jong,Netherlands,78,ST,,,27,PSV
Julian Baumgartlinger,Austria,78,CDM,,,30,Leverkusen
Iturraspe,Spain,78,CM,CDM,,29,Athletic Club
Etrit Berisha,Albania,78,GK,,,29,Atalanta
Jonjo Shelvey,England,78,CM,CDM,,26,Newcastle Utd
Daniel Carriço,Portugal,78,CB,CDM,,30,Sevilla FC
Miguel Lopes,Portugal,78,RB,,,31,Akhisarspor
Volkan Babacan,Turkey,78,GK,,,30,Başakşehir
Senad Lulić,Bosnia Herzegovina,78,LM,LB,CM,32,Lazio
James McCarthy,Republic of Ireland,78,CDM,CM,,27,Everton
Jefferson,Brazil,78,LB,,,30,Sporting CP
Clément Grenier,France,78,CAM,CM,,27,Stade Rennais
Artem Dzyuba,Russia,78,ST,,,29,Free Agents
Rafael Tolói,Brazil,78,CB,,,27,Atalanta
Keisuke Honda,Japan,78,RM,CAM,,32,Melb. Victory
Marco Fabián,Mexico,78,CAM,RM,LM,29,Frankfurt
Elías Hernández,Mexico,78,RM,,,30,Cruz Azul
Joshua King,Norway,78,CF,ST,CAM,26,Bournemouth
Romain Alessandrini,France,78,RM,LM,RW,29,LA Galaxy
Kyriakos Papadopoulos,Greece,78,CB,,,26,Hamburg
Lucas Pratto,Argentina,78,ST,,,30,River Plate
Christian Benteke,Belgium,78,ST,,,27,Crystal Palace
Mehdi Carcela-González,Morocco,78,RM,LM,,29,Standard Liège
Sandro Wagner,Germany,78,ST,,,30,FC Bayern
Angelo Ogbonna,Italy,78,CB,,,30,West Ham
Neven Subotić,Serbia,78,CB,,,29,ASSE
Konstantinos Mitroglou,Greece,78,ST,,,30,OM
Nordin Amrabat,Morocco,78,LM,ST,RM,31,Al Nassr
Martín Cáceres,Uruguay,78,CB,RB,,31,Lazio
Sebastian De Maio,France,78,CB,,,31,Bologna
Luiz Adriano,Brazil,78,ST,,,31,Spartak Moscow
Guilherme,Russia,78,GK,,,32,Lokomotiv Moscow
Hernanes,Brazil,78,CM,CDM,CAM,33,Hebei CFFC
Damien Da Silva,France,78,CB,,,30,Stade Rennais
Loïc Rémy,France,78,ST,LM,,31,LOSC Lille
Jeremain Lens,Netherlands,78,RM,RW,,30,Beşiktaş
Miguel Layún,Mexico,78,RB,LB,RM,30,Villarreal CF
Granero,Spain,78,CM,LM,,31,RCD Espanyol
Cristian Zapata,Colombia,78,CB,,,31,Milan
Marcus Berg,Sweden,78,ST,CF,,32,Free Agents
David OspinaL,Colombia,78,GK,,,29,Napoli
James Tomkins,England,78,CB,,,29,Crystal Palace
Zlatko Junuzović,Austria,78,CM,CAM,LM,30,RB Salzburg
Cristian AnsaldiL,Argentina,78,LB,LM,,31,Torino
Victor Moses,Nigeria,78,RW,RWB,,27,Chelsea
Niklas Moisander,Finland,78,CB,,,32,Werder Bremen
Coke,Spain,78,RB,RM,,31,Levante UD
Manu García,Spain,78,CDM,CM,,32,D. Alavés
Kevin MirallasL,Belgium,78,LM,LW,ST,30,Fiorentina
Eljero Elia,Netherlands,78,LM,LW,,31,Başakşehir
José Fonte,Portugal,78,CB,,,34,LOSC Lille
Jonny Evans,Northern Ireland,78,CB,,,30,Leicester City
Ignazio Abate,Italy,78,RB,,,31,Milan
